Date,Adj Close,Close,High,Low,Open,Volume
2018-05-12,8504.8896484375,8504.8896484375,8664.8603515625,8223.5,8441.4404296875,6821380096
2018-05-13,8723.9404296875,8723.9404296875,8773.5498046875,8395.1201171875,8515.490234375,5866379776
2018-05-14,8716.7900390625,8716.7900390625,8881.1201171875,8367.9697265625,8713.099609375,7364149760
2018-05-15,8510.3798828125,8510.3798828125,8836.1904296875,8456.4501953125,8705.1904296875,6705710080
2018-05-16,8368.830078125,8368.830078125,8508.4296875,8175.490234375,8504.41015625,6760220160
2018-05-17,8094.31982421875,8094.31982421875,8445.5400390625,8054.1201171875,8370.0498046875,5862530048
2018-05-18,8250.9697265625,8250.9697265625,8274.1201171875,7974.81982421875,8091.830078125,5764190208
2018-05-19,8247.1796875,8247.1796875,8372.0595703125,8183.35009765625,8255.73046875,4712399872
2018-05-20,8513.25,8513.25,8562.41015625,8205.240234375,8246.990234375,5191059968
2018-05-21,8418.990234375,8418.990234375,8557.51953125,8365.1201171875,8522.330078125,5154990080
2018-05-22,8041.77978515625,8041.77978515625,8423.25,8004.580078125,8419.8701171875,5137010176
2018-05-23,7557.81982421875,7557.81982421875,8054.66015625,7507.8798828125,8037.080078125,6491120128
2018-05-24,7587.33984375,7587.33984375,7738.60009765625,7331.14013671875,7561.1201171875,6049220096
2018-05-25,7480.14013671875,7480.14013671875,7659.14013671875,7392.64990234375,7592.2998046875,4867829760
2018-05-26,7355.8798828125,7355.8798828125,7595.16015625,7349.1201171875,7486.47998046875,4051539968
2018-05-27,7368.22021484375,7368.22021484375,7381.740234375,7270.9599609375,7362.080078125,4056519936
2018-05-28,7135.990234375,7135.990234375,7419.0498046875,7100.89013671875,7371.31005859375,5040600064
2018-05-29,7472.58984375,7472.58984375,7526.419921875,7090.68017578125,7129.4599609375,5662660096
2018-05-30,7406.52001953125,7406.52001953125,7573.77001953125,7313.60009765625,7469.72998046875,4922540032
2018-05-31,7494.169921875,7494.169921875,7608.89990234375,7361.1298828125,7406.14990234375,5127130112
2018-06-01,7541.4501953125,7541.4501953125,7604.72998046875,7407.33984375,7500.7001953125,4921460224
2018-06-02,7643.4501953125,7643.4501953125,7695.830078125,7497.259765625,7536.72021484375,4939299840
2018-06-03,7720.25,7720.25,7754.89013671875,7613.0400390625,7632.08984375,4851760128
2018-06-04,7514.47021484375,7514.47021484375,7753.81982421875,7474.0400390625,7722.52978515625,4993169920
2018-06-05,7633.759765625,7633.759765625,7643.22998046875,7397.0,7500.89990234375,4961739776
2018-06-06,7653.97998046875,7653.97998046875,7680.43017578125,7502.009765625,7625.97021484375,4692259840
2018-06-07,7678.240234375,7678.240234375,7741.27001953125,7650.81982421875,7650.81982421875,4485799936
2018-06-08,7624.919921875,7624.919921875,7698.18994140625,7558.39990234375,7685.14013671875,4227579904
2018-06-09,7531.97998046875,7531.97998046875,7683.580078125,7531.97998046875,7632.52001953125,3845220096
2018-06-10,6786.02001953125,6786.02001953125,7499.5498046875,6709.06982421875,7499.5498046875,5804839936
2018-06-11,6906.919921875,6906.919921875,6910.18017578125,6706.6298828125,6799.2900390625,4745269760
2018-06-12,6582.35986328125,6582.35986328125,6907.9599609375,6542.080078125,6905.81982421875,4654380032
2018-06-13,6349.89990234375,6349.89990234375,6631.66015625,6285.6298828125,6596.8798828125,5052349952
2018-06-14,6675.35009765625,6675.35009765625,6707.14013671875,6334.4599609375,6342.75,5138710016
2018-06-15,6456.580078125,6456.580078125,6681.080078125,6433.8701171875,6674.080078125,3955389952
2018-06-16,6550.16015625,6550.16015625,6592.490234375,6402.2900390625,6455.4501953125,3194170112
2018-06-17,6499.27001953125,6499.27001953125,6589.10986328125,6499.27001953125,6545.52978515625,3104019968
2018-06-18,6734.81982421875,6734.81982421875,6781.14013671875,6446.68017578125,6510.06982421875,4039200000
2018-06-19,6769.93994140625,6769.93994140625,6822.5,6709.919921875,6742.39013671875,4057029888
2018-06-20,6776.5498046875,6776.5498046875,6821.56005859375,6611.8798828125,6770.759765625,3888640000
2018-06-21,6729.740234375,6729.740234375,6810.93994140625,6715.169921875,6780.08984375,3529129984
2018-06-22,6083.68994140625,6083.68994140625,6747.080078125,6006.60009765625,6737.8798828125,5079810048
2018-06-23,6162.47998046875,6162.47998046875,6224.81982421875,6071.81005859375,6090.10009765625,3431360000
2018-06-24,6173.22998046875,6173.22998046875,6223.77978515625,5826.41015625,6164.27978515625,4566909952
2018-06-25,6249.18017578125,6249.18017578125,6327.3701171875,6119.68017578125,6171.97021484375,5500810240
2018-06-26,6093.669921875,6093.669921875,6290.16015625,6093.669921875,6253.5498046875,3279759872
2018-06-27,6157.1298828125,6157.1298828125,6180.0,6052.85009765625,6084.39990234375,3296219904
2018-06-28,5903.43994140625,5903.43994140625,6170.41015625,5873.0498046875,6153.16015625,3467800064
2018-06-29,6218.2998046875,6218.2998046875,6261.66015625,5835.75,5898.1298828125,3966230016
2018-06-30,6404.0,6404.0,6465.509765625,6214.22021484375,6214.22021484375,4543860224
2018-07-01,6385.81982421875,6385.81982421875,6432.85009765625,6289.2900390625,6411.68017578125,4788259840
2018-07-02,6614.18017578125,6614.18017578125,6683.85986328125,6305.7001953125,6380.3798828125,4396930048
2018-07-03,6529.58984375,6529.58984375,6671.3701171875,6447.75,6596.66015625,4672309760
2018-07-04,6597.5498046875,6597.5498046875,6771.919921875,6450.4599609375,6550.8701171875,4176689920
2018-07-05,6639.14013671875,6639.14013671875,6749.5400390625,6546.64990234375,6599.7099609375,4999240192
2018-07-06,6673.5,6673.5,6700.93994140625,6533.5498046875,6638.68994140625,4313959936
2018-07-07,6856.93017578125,6856.93017578125,6863.990234375,6579.240234375,6668.7099609375,3961080064
2018-07-08,6773.8798828125,6773.8798828125,6885.91015625,6747.97998046875,6857.7998046875,3386210048
2018-07-09,6741.75,6741.75,6838.68017578125,6724.33984375,6775.080078125,3718129920
2018-07-10,6329.9501953125,6329.9501953125,6767.740234375,6320.72021484375,6739.2099609375,4052430080
2018-07-11,6394.7099609375,6394.7099609375,6444.9599609375,6330.47021484375,6330.77001953125,3644859904
2018-07-12,6228.81005859375,6228.81005859375,6397.10009765625,6136.419921875,6396.77978515625,3770170112
2018-07-13,6238.0498046875,6238.0498046875,6310.5498046875,6192.240234375,6235.02978515625,3805400064
2018-07-14,6276.1201171875,6276.1201171875,6298.18994140625,6212.22021484375,6247.5,2923670016
2018-07-15,6359.64013671875,6359.64013671875,6403.4599609375,6256.509765625,6272.7001953125,3285459968
2018-07-16,6741.75,6741.75,6741.75,6357.009765625,6357.009765625,4725799936
2018-07-17,7321.0400390625,7321.0400390625,7387.240234375,6684.169921875,6739.64990234375,5961950208
2018-07-18,7370.77978515625,7370.77978515625,7534.990234375,7280.47021484375,7315.31982421875,6103410176
2018-07-19,7466.85986328125,7466.85986328125,7494.4599609375,7295.4599609375,7378.2001953125,5111629824
2018-07-20,7354.1298828125,7354.1298828125,7594.669921875,7323.259765625,7467.39990234375,4936869888
2018-07-21,7419.2900390625,7419.2900390625,7437.64013671875,7262.41015625,7352.72021484375,3726609920
2018-07-22,7418.490234375,7418.490234375,7537.9501953125,7383.81982421875,7417.7998046875,3695460096
2018-07-23,7711.10986328125,7711.10986328125,7771.5,7409.10009765625,7414.7099609375,5132480000
2018-07-24,8424.26953125,8424.26953125,8424.26953125,7705.5,7716.509765625,7277689856
2018-07-25,8181.39013671875,8181.39013671875,8416.8701171875,8086.35986328125,8379.66015625,5845400064
2018-07-26,7951.580078125,7951.580078125,8290.330078125,7878.7099609375,8176.85009765625,4899089920
2018-07-27,8165.009765625,8165.009765625,8262.66015625,7839.759765625,7950.39990234375,5195879936
2018-07-28,8192.150390625,8192.150390625,8222.849609375,8110.77001953125,8169.06005859375,3988750080
2018-07-29,8218.4599609375,8218.4599609375,8272.259765625,8141.18017578125,8205.8203125,4107190016
2018-07-30,8180.47998046875,8180.47998046875,8235.5,7917.5,8221.580078125,5551400000
2018-07-31,7780.43994140625,7780.43994140625,8181.52978515625,7696.93017578125,8181.2001953125,5287530000
2018-08-01,7624.91015625,7624.91015625,7769.0400390625,7504.9501953125,7769.0400390625,4797620000
2018-08-02,7567.14990234375,7567.14990234375,7712.77001953125,7523.43994140625,7634.18994140625,4214110000
2018-08-03,7434.39013671875,7434.39013671875,7562.14013671875,7328.64990234375,7562.14013671875,4627150000
2018-08-04,7032.85009765625,7032.85009765625,7497.490234375,6984.06982421875,7438.669921875,4268390000
2018-08-05,7068.47998046875,7068.47998046875,7102.77001953125,6940.7001953125,7031.080078125,3679110000
2018-08-06,6951.7998046875,6951.7998046875,7166.5498046875,6890.5400390625,7062.93994140625,3925900000
2018-08-07,6753.1201171875,6753.1201171875,7146.56005859375,6748.240234375,6958.31982421875,4682800000
2018-08-08,6305.7998046875,6305.7998046875,6746.85009765625,6226.22021484375,6746.85009765625,5064430000
2018-08-09,6568.22998046875,6568.22998046875,6625.72998046875,6249.06982421875,6305.56005859375,4267040000
2018-08-10,6184.7099609375,6184.7099609375,6591.259765625,6124.52001953125,6571.419921875,4528680000
2018-08-11,6295.72998046875,6295.72998046875,6455.740234375,6109.02978515625,6185.7900390625,4047850000
2018-08-12,6322.68994140625,6322.68994140625,6409.85009765625,6237.5,6283.64990234375,5665250000
2018-08-13,6297.56982421875,6297.56982421875,6537.0498046875,6225.72021484375,6341.35986328125,4083980000
2018-08-14,6199.7099609375,6199.7099609375,6287.93994140625,5971.0498046875,6287.66015625,5301700000
2018-08-15,6308.52001953125,6308.52001953125,6588.490234375,6221.419921875,6221.419921875,4895450000
2018-08-16,6334.72998046875,6334.72998046875,6473.5,6276.41015625,6294.22998046875,4328420000
2018-08-17,6580.6298828125,6580.6298828125,6582.5,6324.97021484375,6340.91015625,4992990000
2018-08-18,6423.759765625,6423.759765625,6617.35009765625,6353.72998046875,6583.43017578125,3984520000
2018-08-19,6506.06982421875,6506.06982421875,6537.97998046875,6361.5498046875,6422.56982421875,3311170000
2018-08-20,6308.52978515625,6308.52978515625,6536.919921875,6297.93017578125,6500.509765625,3665100000
2018-08-21,6488.759765625,6488.759765625,6500.8701171875,6298.240234375,6301.06982421875,3377180000
2018-08-22,6376.7099609375,6376.7099609375,6816.7900390625,6310.10986328125,6486.25,4668110000
2018-08-23,6534.8798828125,6534.8798828125,6546.5400390625,6371.33984375,6371.33984375,3426180000
2018-08-24,6719.9599609375,6719.9599609375,6719.9599609375,6498.64013671875,6551.52001953125,4097820000
2018-08-25,6763.18994140625,6763.18994140625,6789.6298828125,6700.9599609375,6719.9501953125,3312600000
2018-08-26,6707.259765625,6707.259765625,6774.75,6620.75,6754.64013671875,3295500000
2018-08-27,6884.64013671875,6884.64013671875,6884.64013671875,6689.7099609375,6710.7998046875,4019000000
2018-08-28,7096.27978515625,7096.27978515625,7109.56005859375,6882.33984375,6891.080078125,4659940000
2018-08-29,7047.16015625,7047.16015625,7113.2998046875,6970.81982421875,7091.7099609375,4145880000
2018-08-30,6978.22998046875,6978.22998046875,7072.68994140625,6834.68994140625,7043.759765625,4463250000
2018-08-31,7037.580078125,7037.580078125,7057.169921875,6920.16015625,6973.97021484375,4495650000
2018-09-01,7193.25,7193.25,7242.2900390625,7038.0498046875,7044.81005859375,4116050000
2018-09-02,7272.72021484375,7272.72021484375,7306.31005859375,7132.16015625,7189.580078125,4329540000
2018-09-03,7260.06005859375,7260.06005859375,7317.93994140625,7208.14990234375,7279.02978515625,4087760000
2018-09-04,7361.66015625,7361.66015625,7388.259765625,7255.43994140625,7263.0,4273640000
2018-09-05,6792.830078125,6792.830078125,7388.43017578125,6792.830078125,7361.4599609375,5800460000
2018-09-06,6529.169921875,6529.169921875,6755.14013671875,6404.72021484375,6755.14013671875,5523470000
2018-09-07,6467.06982421875,6467.06982421875,6555.2900390625,6396.8701171875,6528.919921875,4264680000
2018-09-08,6225.97998046875,6225.97998046875,6534.25,6197.52001953125,6460.169921875,3835060000
2018-09-09,6300.85986328125,6300.85986328125,6446.259765625,6201.22021484375,6223.3798828125,3671890000
2018-09-10,6329.7001953125,6329.7001953125,6374.97998046875,6292.759765625,6301.56982421875,3714100000
2018-09-11,6321.2001953125,6321.2001953125,6398.919921875,6260.2099609375,6331.8798828125,3849910000
2018-09-12,6351.7998046875,6351.7998046875,6363.8701171875,6265.08984375,6317.009765625,4064230000
2018-09-13,6517.31005859375,6517.31005859375,6535.41015625,6354.240234375,6354.240234375,4210910000
2018-09-14,6512.7099609375,6512.7099609375,6596.10009765625,6456.169921875,6515.41015625,4076220000
2018-09-15,6543.2001953125,6543.2001953125,6561.72021484375,6493.5498046875,6509.39990234375,3216300000
2018-09-16,6517.18017578125,6517.18017578125,6544.330078125,6460.10009765625,6536.68017578125,3273730000
2018-09-17,6281.2001953125,6281.2001953125,6540.2099609375,6257.52001953125,6514.06005859375,3910780000
2018-09-18,6371.2998046875,6371.2998046875,6384.18017578125,6265.7099609375,6280.91015625,4180090000
2018-09-19,6398.5400390625,6398.5400390625,6448.4599609375,6208.33984375,6371.85009765625,4431340000
2018-09-20,6519.669921875,6519.669921875,6529.259765625,6395.9501953125,6398.85009765625,4348110000
2018-09-21,6734.9501953125,6734.9501953125,6794.330078125,6496.35986328125,6513.8701171875,6531940000
2018-09-22,6721.97998046875,6721.97998046875,6814.56005859375,6616.7998046875,6735.0498046875,4509660000
2018-09-23,6710.6298828125,6710.6298828125,6766.14990234375,6679.419921875,6715.31982421875,4197500000
2018-09-24,6595.41015625,6595.41015625,6713.56005859375,6580.89990234375,6704.77001953125,4177310000
2018-09-25,6446.47021484375,6446.47021484375,6603.64013671875,6381.85986328125,6603.64013671875,4726180000
2018-09-26,6495.0,6495.0,6585.91015625,6397.89013671875,6452.7900390625,4437300000
2018-09-27,6676.75,6676.75,6712.10009765625,6464.9501953125,6495.2900390625,4606810000
2018-09-28,6644.1298828125,6644.1298828125,6785.02978515625,6598.31982421875,6678.75,5014430000
2018-09-29,6601.9599609375,6601.9599609375,6643.10009765625,6511.64990234375,6643.10009765625,4363690000
2018-09-30,6625.56005859375,6625.56005859375,6643.77978515625,6566.5400390625,6604.7099609375,4002280000
2018-10-01,6589.6201171875,6589.6201171875,6653.2998046875,6549.080078125,6619.85009765625,4000970000
2018-10-02,6556.10009765625,6556.10009765625,6611.83984375,6537.89990234375,6593.240234375,3979260000
2018-10-03,6502.58984375,6502.58984375,6571.4599609375,6454.02978515625,6553.85986328125,3887310000
2018-10-04,6576.68994140625,6576.68994140625,6603.31005859375,6497.91015625,6497.91015625,3838410000
2018-10-05,6622.47998046875,6622.47998046875,6623.6201171875,6557.41015625,6574.14990234375,3671500000
2018-10-06,6588.31005859375,6588.31005859375,6628.5400390625,6577.7998046875,6622.4501953125,3259740000
2018-10-07,6602.9501953125,6602.9501953125,6641.490234375,6557.0400390625,6590.68017578125,3306630000
2018-10-08,6652.22998046875,6652.22998046875,6675.06005859375,6576.0400390625,6600.18994140625,3979460000
2018-10-09,6642.64013671875,6642.64013671875,6661.41015625,6606.93994140625,6653.080078125,3580810000
2018-10-10,6585.52978515625,6585.52978515625,6640.2900390625,6538.9599609375,6640.2900390625,3787650000
