FECHA;T2M;PRECTOTCORR;RH2M;QV2M;WS2M
19/11/2007;18,6;0;65,72;10,2;2,41
20/11/2007;19,73;0,67;66,51;11,26;0,75
21/11/2007;18,36;9,54;85,34;13,7;0,71
22/11/2007;19,05;3,43;78,58;12,91;0,8
23/11/2007;18,47;1,69;80,33;12,81;0,68
24/11/2007;19,55;0,13;70,92;11,91;0,92
25/11/2007;19,81;0;70,12;12,02;1,42
26/11/2007;19,44;0,08;66,08;10,89;2,2
27/11/2007;19,86;1,04;69,01;11,84;0,83
28/11/2007;18,18;8,23;85,51;13,5;1,09
29/11/2007;18,03;0,6;84,78;13,22;1
30/11/2007;18,46;1,96;81,17;12,89;1,51
1/12/2007;18,18;2,89;80,87;12,51;1,28
2/12/2007;17,27;0,24;80,9;11,9;1,38
3/12/2007;17,19;0,04;74,94;10,94;1,24
4/12/2007;17,42;0,21;80,8;12;1,66
5/12/2007;17,75;0,72;73,58;10,95;1,64
6/12/2007;17,78;0,05;77,72;11,76;1,3
7/12/2007;18,42;0,08;77,05;12,18;1,11
8/12/2007;17,77;0,02;82,2;12,59;1,57
9/12/2007;17,94;8,44;83;12,82;1,09
10/12/2007;19,34;0,34;70,86;11,61;0,78
11/12/2007;18,1;0;78,58;12,27;0,6
12/12/2007;17,61;6,58;86,2;13,13;0,48
13/12/2007;18,02;1,48;84,99;13,22;0,55
14/12/2007;17,91;2,38;77,21;11,83;0,84
15/12/2007;17,87;1,36;82,22;12,61;0,89
16/12/2007;17,85;1,23;82,54;12,59;1,26
17/12/2007;17,31;1,78;85,18;12,66;0,73
18/12/2007;17,26;1,48;83,73;12,38;0,99
19/12/2007;17,19;6,27;84,99;12,51;1,35
20/12/2007;17,76;3,64;83,66;12,77;1,04
21/12/2007;18,89;0,39;79,54;12,93;0,9
22/12/2007;18,96;2,55;79,93;13,16;0,66
23/12/2007;19,28;0,13;76,43;12,72;0,56
24/12/2007;19,51;0;77,19;13,03;0,9
25/12/2007;19,76;0;71,91;12,31;1,1
26/12/2007;19,23;0,68;73,62;12,31;0,86
27/12/2007;18,4;0,32;79,82;12,73;0,87
28/12/2007;20,17;0;66,76;11,57;1,18
29/12/2007;20,43;0;64,1;11,26;1,4
30/12/2007;19,98;0,04;62,53;10,66;1,03
31/12/2007;19,46;0,04;61,87;10,12;1,08
1/01/2008;18,84;0,01;52,86;8,18;1,2
2/01/2008;18,83;0,01;59,22;9,45;1,11
3/01/2008;19,67;0,04;60,67;10,21;0,92
4/01/2008;20,28;0,01;63,5;11,03;1,4
5/01/2008;20,11;0;62,08;10,73;1,74
6/01/2008;20,63;0;61,69;10,94;0,93
7/01/2008;20,94;0;62,01;11,12;0,84
8/01/2008;19,07;0,13;71,18;11,83;0,44
9/01/2008;17,97;0,28;79,86;12,39;1,11
10/01/2008;17,85;0,77;76,15;11,66;1,21
11/01/2008;18,39;0,08;77,2;12,23;1,32
12/01/2008;19,59;0,01;70,97;11,95;0,85
13/01/2008;19,73;4,86;71,45;12,09;0,87
14/01/2008;19,44;4,94;76,53;12,81;0,7
15/01/2008;19,8;2,27;70,76;12,07;0,76
16/01/2008;19,01;7,18;76,19;12,49;0,71
17/01/2008;18,34;3,56;76,77;12,14;1,11
18/01/2008;18,74;0,55;67,58;10,62;2
19/01/2008;19,24;0,01;64,34;10,46;1,96
20/01/2008;20,26;0,35;66,1;11,55;0,84
21/01/2008;20,1;0,08;65,08;11,11;1,46
22/01/2008;20,52;0;57,95;10,14;1,34
23/01/2008;21,14;0;63,19;11,66;1,21
24/01/2008;21,2;0;56,98;10,34;1,63
25/01/2008;19,76;1,69;62,56;10,79;0,98
26/01/2008;20,25;0,76;68,62;11,97;0,84
27/01/2008;20,59;0,08;65,02;11,62;1,2
28/01/2008;20,25;0,16;64,13;11,29;1,17
29/01/2008;20,67;0,03;57,26;10;0,94
30/01/2008;19,66;0,76;61,51;10,48;1,07
31/01/2008;19,17;0,13;66,64;10,91;1,27
1/02/2008;18,85;0,53;62,84;10,04;2,01
2/02/2008;19;0,04;68,12;10,93;2,08
3/02/2008;18,81;0;64,87;10,34;1,29
4/02/2008;19,75;0;52,63;8,44;2,06
5/02/2008;19,57;0;56,15;9,28;1,27
6/02/2008;20,59;0;59,68;10,49;1,52
7/02/2008;20,73;0;57,33;10,21;1,66
8/02/2008;20,95;0,22;57,17;10,24;1,85
9/02/2008;20,05;2,69;68,38;11,89;1,28
10/02/2008;20,25;0,34;65,96;11,31;0,96
11/02/2008;20,5;0;60,82;10,81;1,34
12/02/2008;21,1;2,02;61,07;11,18;1,23
13/02/2008;20,13;0,17;68,54;11,92;1,17
14/02/2008;21,08;0,37;61,11;11,06;1,08
15/02/2008;20,65;0,24;65,78;11,75;1,04
16/02/2008;18,85;0,46;68,71;11,21;1,21
17/02/2008;19,43;1,18;68,7;11,5;0,68
18/02/2008;19,9;1,43;70,88;12,02;0,7
19/02/2008;17,74;4,05;82,31;12,54;1,11
20/02/2008;17,83;1,3;77,21;11,79;0,73
21/02/2008;18,16;1,3;75,67;11,81;1,01
22/02/2008;19,75;0,49;67,53;11,38;1,05
23/02/2008;20,43;0,02;58,01;10,04;1,23
24/02/2008;20,47;0,78;65,48;11,55;0,78
25/02/2008;20,1;0,33;65,31;11,32;0,73
26/02/2008;20,75;1,21;59,91;10,68;1,24
27/02/2008;20,61;0,24;60,29;10,59;0,83
28/02/2008;20,48;0;64,02;11,4;0,89
29/02/2008;21,49;0;53,79;9,74;1,34
1/03/2008;21,53;0;47,55;8,54;1,24
2/03/2008;20,07;2,78;61,99;10,84;0,89
3/03/2008;20,46;0,33;59,22;10,37;1,35
4/03/2008;19,26;7,53;65,96;10,98;1,04
5/03/2008;17,9;5,96;78,26;11,95;0,82
6/03/2008;18,43;1,53;73,48;11,58;1,22
7/03/2008;17,61;0,97;73,41;11;0,71
8/03/2008;17,35;4,11;78,78;11,75;1,27
9/03/2008;18,7;1,09;74,64;11,95;0,73
10/03/2008;17,31;8,86;82,29;12,24;0,85
11/03/2008;17,39;4,39;81,72;12,18;0,99
12/03/2008;17,33;0,29;75,74;11,24;0,7
13/03/2008;18,25;0,91;73,3;11,38;0,67
14/03/2008;17,45;0,85;79,25;11,85;0,67
15/03/2008;19,2;0,06;66,42;10,68;0,96
16/03/2008;20,23;0;64,68;11,2;0,97
17/03/2008;20,97;0,55;61,54;10,94;1,35
18/03/2008;20,09;0,08;62,53;10,82;1,57
19/03/2008;19,83;0,01;54,99;9,04;1,59
20/03/2008;21,33;0,01;55,38;10,13;0,85
21/03/2008;20,4;2,05;64,54;11,4;1,3
22/03/2008;20,19;0,02;60,81;10,56;1,57
23/03/2008;20,69;0,07;60,88;10,76;1,36
24/03/2008;20,98;0,1;61,2;11,05;1,27
25/03/2008;20,32;0,51;64,57;11,34;0,82
26/03/2008;21,6;0,66;61,88;11,41;1,11
27/03/2008;20,26;0,08;64,71;11,45;1,19
28/03/2008;20,53;0;59,02;10,53;0,98
29/03/2008;19,94;2,7;62,34;10,81;0,97
30/03/2008;18,61;7,12;80,4;12,9;0,89
31/03/2008;17,51;2,23;80,06;12,08;0,77
1/04/2008;18,69;0,38;73,88;11,76;1,38
2/04/2008;18,37;7,33;75,94;11,92;1,04
3/04/2008;18,53;4,22;75,79;12,02;1,03
4/04/2008;19,06;3,18;70,88;11,57;0,71
5/04/2008;19,88;0,27;65,95;11,23;0,62
6/04/2008;18,99;0;69,81;11,48;0,6
7/04/2008;19,95;1,45;66,36;11,4;0,71
8/04/2008;21,21;0,3;60,14;10,88;0,98
9/04/2008;20,78;0,14;60,71;10,81;0,97
10/04/2008;19,06;0,02;69,71;11,49;1,1
11/04/2008;18,94;5,83;74,12;12,17;1,12
12/04/2008;19,05;0,78;74,27;12,06;0,81
13/04/2008;18,97;5,31;76,57;12,53;0,83
14/04/2008;18,58;8,72;80,15;12,82;0,57
15/04/2008;19,31;13,61;77,08;12,76;0,91
16/04/2008;20,25;2,16;69,42;12,01;1,94
17/04/2008;20,26;1,17;67,94;11,87;2,09
18/04/2008;20,22;0,79;67,33;11,65;1,93
19/04/2008;19,93;0,61;70,03;12,01;1,74
20/04/2008;20,37;2,71;69,6;12,32;0,74
21/04/2008;18,98;2,78;78,57;12,87;0,67
22/04/2008;20,09;0,45;68,89;11,82;1,14
23/04/2008;20,27;0,09;70,74;12,46;1,08
24/04/2008;19,21;2,87;75,16;12,5;0,79
25/04/2008;19,79;1,04;74,84;12,84;0,65
26/04/2008;18,67;0,35;79,99;12,97;0,69
27/04/2008;19,68;4,94;72,95;12,36;0,79
28/04/2008;20,66;0,7;69,11;12,35;0,78
29/04/2008;21,61;0,04;63,9;12,02;0,63
30/04/2008;21,24;0,53;64,35;11,8;0,85
1/05/2008;17,91;9,83;79,62;12,34;0,78
2/05/2008;19,27;3,55;75,01;12,42;0,76
3/05/2008;18,41;5,32;80,28;12,7;0,89
4/05/2008;17,67;2,46;86,2;13,14;0,95
5/05/2008;19,15;0,34;77,62;12,74;0,86
6/05/2008;20,34;0,05;69,72;12,19;1
7/05/2008;21,41;0,81;64,98;12,1;1,86
8/05/2008;21,18;1,99;64,12;11,78;2,53
9/05/2008;19,53;1,79;66,88;11,25;1,68
10/05/2008;20,2;0,95;62,21;10,62;1,46
11/05/2008;20,57;0,05;64,68;11,36;0,95
12/05/2008;20;1,27;68,24;11,82;1,13
13/05/2008;20,1;0,3;65,24;11,16;0,85
14/05/2008;20,48;0,26;65,82;11,61;0,77
15/05/2008;21,06;0,73;65,87;12,01;0,74
16/05/2008;20,52;1,06;69,42;12,28;0,82
17/05/2008;19,58;1,45;74,31;12,52;0,81
18/05/2008;19,92;1,07;70,88;12,09;0,88
19/05/2008;19,83;0,86;70,44;12,01;0,95
20/05/2008;19,47;0,73;70,26;11,67;0,64
21/05/2008;18,57;0,27;75,53;12,05;0,94
22/05/2008;19,24;0,65;72,85;11,9;0,44
23/05/2008;18,3;1,16;78,7;12,35;0,52
24/05/2008;18,69;3,11;77;12,31;0,97
25/05/2008;17,62;17,4;83,94;12,67;0,93
26/05/2008;17,43;3,92;82,69;12,36;0,84
27/05/2008;17,66;5,84;79,57;12,03;0,66
28/05/2008;18,53;2,37;74,87;11,82;0,75
29/05/2008;19,39;0,63;70,39;11,61;0,53
30/05/2008;19,13;0,19;72,61;11,86;0,57
31/05/2008;18,5;1,37;73,89;11,67;1,19
1/06/2008;18,21;1,58;73,26;11,27;1,58
2/06/2008;18,27;2,65;72,97;11,31;1,38
3/06/2008;19,01;1,22;69,54;11,23;1,15
4/06/2008;19,52;1,48;68,54;11,37;1,19
5/06/2008;19,54;1,29;69,65;11,65;1,29
6/06/2008;19,77;0,57;67,22;11,44;1,08
7/06/2008;19,71;0,75;67,88;11,53;1,27
8/06/2008;19,73;0,18;63,65;10,56;1,27
9/06/2008;19,82;2,09;66,27;11,26;0,78
10/06/2008;19,02;0,62;70,89;11,54;0,8
11/06/2008;19,01;1,24;68,31;11,1;1,09
12/06/2008;20,45;0,72;63,5;10,91;1,39
13/06/2008;20,84;1,71;65,07;11,67;1,23
14/06/2008;19,65;2,22;71,67;12,23;0,86
15/06/2008;20,42;1,15;66,37;11,71;1,34
16/06/2008;20,14;0,02;62,94;10,83;1,9
17/06/2008;19,05;0,35;65,78;10,69;1,28
18/06/2008;19,69;0,94;66,05;11,07;0,74
19/06/2008;20,56;3,81;64,5;11,36;0,71
20/06/2008;20,94;0,92;63,38;11,34;1,09
21/06/2008;19,94;1,37;67,72;11,54;1,57
22/06/2008;17,76;0,02;72,47;11,04;0,83
23/06/2008;18,3;1;69,64;10,9;0,68
24/06/2008;18,34;1,91;72,38;11,3;1
25/06/2008;18,66;3,37;72,8;11,51;1,25
26/06/2008;19,41;7,62;71,82;11,86;1,17
27/06/2008;19,24;2,18;74,6;12,26;1,15
28/06/2008;19,63;1,07;71,56;12,12;1,67
29/06/2008;19,78;0,61;65,98;11,06;2,29
30/06/2008;19,64;0,97;66,54;11,06;1,79
1/07/2008;18,98;2,56;70,79;11,45;1,2
2/07/2008;18,31;1,07;72,93;11,35;1,22
3/07/2008;18,15;5,7;73,09;11,25;1,3
4/07/2008;18,74;0,97;70,45;11,1;1,17
5/07/2008;18,67;0,75;68,61;10,81;1,04
6/07/2008;19,49;0,08;66,46;10,94;0,86
7/07/2008;20,46;0,15;62,84;10,95;0,79
8/07/2008;19,87;1,41;65,61;11,22;1,09
9/07/2008;18,54;0,26;72,19;11,58;1,19
10/07/2008;19,41;0,87;63,9;10,47;1,49
11/07/2008;19,31;0,17;64,06;10,33;1,74
12/07/2008;19,89;0,07;60,54;10,04;1,71
13/07/2008;20,48;0,07;60,36;10,47;0,53
14/07/2008;19,69;0,26;62,27;10,5;0,94
15/07/2008;18,1;4,92;68,31;10,49;1,18
16/07/2008;17,81;3,12;70,69;10,6;1,58
17/07/2008;18,66;0,87;66,94;10,51;0,98
18/07/2008;18,24;10,11;79,78;12,44;0,88
19/07/2008;18,89;1,84;75,15;12,1;1,28
20/07/2008;19,25;2,21;65,95;10,67;2,38
21/07/2008;18,97;2,26;67,15;10,67;2,12
22/07/2008;18,34;2,62;62,56;9,49;2,78
23/07/2008;18,21;2,13;63,87;9,53;2,9
24/07/2008;18,97;0,72;56,05;8,71;2,84
25/07/2008;18,81;3,15;65,92;10,4;1,71
26/07/2008;18,37;3,96;70,11;10,81;1,78
27/07/2008;19,22;0,83;64,08;10,23;1,89
28/07/2008;19;0,41;66,46;10,65;1,54
29/07/2008;19,54;0;64,07;10,57;1,32
30/07/2008;20,38;0,21;59,84;10,29;0,76
31/07/2008;18,67;0,34;68,39;10,93;1,17
1/08/2008;19,98;1,25;63,48;10,79;1,21
2/08/2008;20,39;0,08;61,94;10,74;1,19
3/08/2008;20,31;1,47;60,56;10,45;1,61
4/08/2008;20,02;0,43;54,39;8,96;1,89
5/08/2008;20,14;3,86;59,55;10,21;1,4
6/08/2008;19,27;2;64,3;10,46;2,04
7/08/2008;20,24;0,13;58,48;9,88;2,97
8/08/2008;20,76;0,07;56,42;9,77;2,52
9/08/2008;20,88;0,04;56,99;10,11;1,57
10/08/2008;20,12;5,07;62,56;10,77;1,8
11/08/2008;19,18;2,83;67,1;10,84;0,78
12/08/2008;18,59;4,48;75,13;11,88;0,74
13/08/2008;19,58;1,09;66,41;11,05;0,81
14/08/2008;20,06;1,55;66,03;11,34;0,95
15/08/2008;20,02;0,37;66,06;11,29;1,13
16/08/2008;19,4;0,95;64,09;10,55;0,67
17/08/2008;19,52;1,67;70,37;11,79;0,55
18/08/2008;20,22;0,8;64,61;11,14;0,7
19/08/2008;20,16;2,73;61,58;10,37;1,19
20/08/2008;20,33;0,36;60,3;10,33;1,06
21/08/2008;18,91;3,86;71,35;11,68;0,7
22/08/2008;19,5;11,44;74,85;12,49;0,86
23/08/2008;18,54;9,79;78,11;12,39;0,74
24/08/2008;18,64;8,56;74,75;11,86;1,06
25/08/2008;18,82;0,05;69,48;11,14;1,2
26/08/2008;18,76;0,01;65,42;10,33;1,62
27/08/2008;18,94;0;68,33;11,08;0,89
28/08/2008;19,43;0,96;71,66;11,88;1,06
29/08/2008;19,03;2,25;74,08;12,02;1,24
30/08/2008;19,06;5,96;70,94;11,57;1,12
31/08/2008;20,1;0,57;67,51;11,55;1,15
1/09/2008;20,32;0,31;65,96;11,59;0,7
2/09/2008;20,36;0,04;67,48;11,83;0,79
3/09/2008;19,57;3,34;70,88;11,94;1,14
4/09/2008;19,12;3,6;75,48;12,42;0,68
5/09/2008;20,32;0,34;64,05;11,01;1,35
6/09/2008;20,11;0,03;58,8;10,07;1,45
7/09/2008;19,79;0,51;59,77;10,02;1,72
8/09/2008;19,09;3,42;64,09;10,29;2,44
9/09/2008;18,36;0,85;61,2;9,2;3,17
10/09/2008;19,09;0,02;57,1;8,89;3,25
11/09/2008;19,29;0,72;59,45;9,48;2,11
12/09/2008;20,42;0,02;58,36;9,95;1,65
13/09/2008;21,56;0,22;57,47;10,5;1,52
14/09/2008;20,88;0,22;63,55;11,43;1,43
15/09/2008;19,47;0,79;68,2;11,39;1,16
16/09/2008;19,35;3,49;62,96;10,14;2,06
17/09/2008;19;0,24;62,88;9,97;1,78
18/09/2008;20,31;1,16;56,51;9,63;0,78
19/09/2008;18,21;1,54;74,78;11,79;0,62
20/09/2008;19,69;2,23;66,68;11,27;1,06
21/09/2008;20,43;0,62;62,12;10,68;1,9
22/09/2008;19,85;3,45;63,94;10,66;1,63
23/09/2008;19,37;0,25;64,45;10,47;0,88
24/09/2008;19,81;1,95;68,89;11,59;0,78
25/09/2008;19,72;2,55;67,86;11,32;1,54
26/09/2008;19,55;0,3;65,39;10,81;1,7
27/09/2008;20,27;0,16;60,99;10,31;1,18
28/09/2008;20,47;0,28;61,12;10,67;0,79
29/09/2008;21,04;2,19;63,43;11,53;0,83
30/09/2008;20,48;2,25;66,11;11,61;1,06
1/10/2008;20,06;0,29;63,93;10,9;0,85
2/10/2008;21,13;0,02;58,81;10,48;1,07
3/10/2008;20,88;0,01;61,79;10,96;0,65
4/10/2008;19,29;0,87;70,96;11,83;0,95
5/10/2008;18,72;14,09;77,61;12,43;1,17
6/10/2008;17,56;34,71;88,57;13,48;0,61
7/10/2008;17,79;12;76,01;11,51;1,56
8/10/2008;17,72;0,88;72,74;10,96;1,59
9/10/2008;17,98;12,31;74,22;11,34;1,18
10/10/2008;18,65;25,7;78,62;12,59;0,91
11/10/2008;18,77;7,85;84,44;13,75;0,94
12/10/2008;17,71;5,42;85,72;13,07;0,77
13/10/2008;17,67;5,22;88,5;13,52;0,87
14/10/2008;16,46;4,66;89,34;12,68;0,95
15/10/2008;17,45;3,81;82,42;12,33;1,04
16/10/2008;18,69;3,86;73,94;11,76;1,04
17/10/2008;18,85;0,05;74,17;11,93;0,84
18/10/2008;19,59;0;71,43;11,99;1,06
19/10/2008;19,74;1,14;71,76;12,18;0,75
20/10/2008;18,89;0,9;77,62;12,66;0,75
21/10/2008;19,37;0,09;69,24;11,56;1,05
22/10/2008;20,64;0,01;67,03;11,87;0,94
23/10/2008;20,85;0;66,39;12;1,06
24/10/2008;20,44;1,12;67,4;11,89;0,58
25/10/2008;17,9;1,24;83,97;13,02;0,55
26/10/2008;19,47;0,81;73,24;12,27;0,39
27/10/2008;19,39;1,94;76,11;12,75;0,62
28/10/2008;19,28;2,92;74,49;12,27;1,05
29/10/2008;20,24;0,38;60,91;10,23;1,27
30/10/2008;21,01;0,31;61,82;11,24;0,49
31/10/2008;20,04;2,25;73,19;12,61;1,02
1/11/2008;18,2;4,68;82,26;12,94;0,93
2/11/2008;18,71;6,52;78,01;12,4;0,83
3/11/2008;17,52;2,83;87,79;13,29;0,64
4/11/2008;18,3;3,66;76,51;11,97;0,81
5/11/2008;18,61;3,14;77,72;12,4;0,64
6/11/2008;19,15;0,57;77,59;12,74;0,68
7/11/2008;19,44;0;73,53;12,24;0,51
8/11/2008;18,6;0;76,13;12,27;0,8
9/11/2008;19,61;0;70,66;11,92;0,6
10/11/2008;20,97;0;65,95;11,95;0,49
11/11/2008;18,63;0;77,81;12,63;0,7
12/11/2008;19,81;0,67;70,76;12,24;0,72
13/11/2008;17,98;1,22;81,37;12,69;0,72
14/11/2008;18,04;31,43;83,53;13,06;1,26
15/11/2008;18,5;2,76;80,85;12,91;0,74
16/11/2008;18,41;22,01;83,64;13,27;1,5
17/11/2008;17,51;11,18;87,01;13,1;1,36
18/11/2008;17,27;4,59;84,4;12,56;1,29
19/11/2008;17,93;0,75;83,44;12,93;0,9
20/11/2008;17,66;0,5;87,6;13,4;1,03
21/11/2008;18,34;7,67;86,17;13,63;1,13
22/11/2008;17,83;6,5;88,84;13,74;0,51
23/11/2008;18,83;3,21;79,87;12,95;0,72
24/11/2008;19,74;2,33;80,41;13,79;0,71
25/11/2008;17,94;5,25;83,68;12,98;0,74
26/11/2008;17,96;9,14;86,69;13,48;0,49
27/11/2008;17,45;2,36;86,74;13,05;0,8
28/11/2008;17,34;4,59;87,54;13,12;0,52
29/11/2008;16,99;6,15;91,17;13,4;0,88
30/11/2008;18,01;7,69;85,53;13,24;0,89
1/12/2008;17,15;7,61;91,05;13,49;0,87
2/12/2008;17,66;8,5;87,36;13,28;0,74
3/12/2008;18,12;4,26;83,43;12,98;0,8
4/12/2008;17,71;5,15;86,32;13,14;0,82
5/12/2008;18,39;1,38;78,06;12,18;0,89
6/12/2008;19,21;0,46;72,02;11,7;0,71
7/12/2008;18;8,38;83,6;12,99;0,86
8/12/2008;18,23;0,89;76,74;11,95;1,14
9/12/2008;18,49;0,13;76,76;12,17;1,01
10/12/2008;19,3;0,66;73,1;12,2;1,04
11/12/2008;18,34;1,36;84,7;13,54;0,81
12/12/2008;18,73;4,38;84,06;13,56;1,07
13/12/2008;18,82;0,53;80,19;12,98;0,73
14/12/2008;18,26;0;80,52;12,72;0,68
15/12/2008;19,13;0,51;70,27;11,44;0,97
16/12/2008;18,43;0,35;79,96;12,62;1,73
17/12/2008;18,44;0,02;78,52;12,4;1,3
18/12/2008;18,75;0,5;73,59;11,76;1,05
19/12/2008;18,11;0,38;78,91;12,24;1,06
20/12/2008;18,09;5,16;81,88;12,76;1,07
21/12/2008;17,77;2,22;81,42;12,45;0,67
22/12/2008;18,36;5,26;76,78;12,02;1,14
23/12/2008;18,87;2,44;77,4;12,45;1,02
24/12/2008;19,34;0,37;71,7;11,88;0,68
25/12/2008;18,9;3,11;79,39;12,93;0,94
26/12/2008;18,69;5,46;81,75;13,21;1,35
27/12/2008;18,67;0,83;78,43;12,61;1,03
28/12/2008;18,97;1,55;74,22;12,06;1,14
29/12/2008;18,76;0,61;75,43;12,13;0,99
30/12/2008;18,97;0,17;73,83;11,99;0,86
31/12/2008;19,26;0;76,29;12,72;0,64
1/01/2009;19,58;0,09;72,9;12,34;0,72
2/01/2009;19,94;0,3;69,62;12;1,35
3/01/2009;19,91;0,98;69,65;11,99;1,54
4/01/2009;20,2;0,08;69,41;12,11;0,97
5/01/2009;19,9;0,94;75,16;12,96;0,98
6/01/2009;20,31;0,55;69,18;12,21;1
7/01/2009;19,75;0,75;75,07;12,87;0,95
8/01/2009;18,86;0,52;79,78;13,04;0,52
9/01/2009;19,69;0,28;68,47;11,53;0,88
10/01/2009;20,16;0,19;67,05;11,55;1,04
11/01/2009;20,22;0,05;63,69;11,06;1,13
12/01/2009;20,11;1,76;67,91;11,84;1,02
13/01/2009;19,92;1,9;68,96;11,76;1,09
14/01/2009;20,05;3,89;68,86;11,78;0,74
15/01/2009;19,13;2,64;72,65;11,98;0,93
16/01/2009;18,64;1,51;76,97;12,39;0,73
17/01/2009;17,15;1,19;82,83;12,22;0,46
18/01/2009;18,53;1,21;75,4;11,91;0,7
19/01/2009;17,71;4,05;80,85;12,29;0,73
20/01/2009;18,45;18,83;79,79;12,65;0,5
21/01/2009;19;3,51;74,4;12,09;0,67
22/01/2009;18,93;0,15;73,86;12;0,73
23/01/2009;19,06;0,12;77,41;12,67;0,8
24/01/2009;18,85;0,02;75,52;12,15;0,75
25/01/2009;18,6;0,98;78,76;12,69;0,62
26/01/2009;19,49;0,69;73,16;12,24;1,02
27/01/2009;20,09;0,19;64,35;10,92;1,54
28/01/2009;20,04;0,4;65,65;11,33;0,87
29/01/2009;19,42;3,93;72,32;12,06;1,2
30/01/2009;18,16;2,55;78,61;12,3;0,49
31/01/2009;17,45;4,7;80,3;12,1;0,79
1/02/2009;19,34;0,55;70,76;11,66;0,96
2/02/2009;19,66;0,23;67,37;11,45;1,2
3/02/2009;20,6;0,13;63,43;11,08;1,33
4/02/2009;20,63;0,09;65,87;11,75;0,59
5/02/2009;19,87;1,26;71,48;12,28;1
6/02/2009;20,14;2,59;71,82;12,38;0,78
7/02/2009;19,92;0,75;70,53;12,04;1,12
8/02/2009;20,36;1,03;65,61;11,53;1
9/02/2009;20,54;1,74;66,26;11,64;0,85
10/02/2009;20,61;0,82;65,61;11,64;1,36
11/02/2009;20,67;2,39;67,39;11,99;1,59
12/02/2009;19,51;1,41;69,79;11,69;1,26
13/02/2009;19,29;6,38;69,19;11,36;1,01
14/02/2009;17,92;18,02;84,57;13,14;0,86
15/02/2009;18,75;3,18;79,16;12,73;0,97
16/02/2009;18,11;3,13;76,53;11,85;0,99
17/02/2009;18,62;1,08;71,38;11,45;0,82
18/02/2009;19,77;1,79;71,53;12,06;1,04
19/02/2009;18,63;1,13;78,85;12,71;0,76
20/02/2009;19,2;3,07;74,08;12,2;0,89
21/02/2009;20,01;0,49;67,67;11,55;1,42
22/02/2009;19,88;0,03;66,8;11,48;1,3
23/02/2009;18,94;4,08;66,63;10,75;1,01
24/02/2009;19,17;2,94;69,07;11,31;0,86
25/02/2009;19,28;0,13;71,31;11,87;0,99
26/02/2009;19,7;10,52;70,57;11,86;0,97
27/02/2009;19,85;3,49;70,28;11,95;1,01
28/02/2009;19,68;0,11;68,99;11,75;0,8
1/03/2009;20,53;0,08;66,84;11,82;1,37
2/03/2009;19,31;8,24;77,58;12,97;0,65
3/03/2009;19,5;8,86;77,23;12,93;0,83
4/03/2009;19,2;5,08;77,78;12,88;0,99
5/03/2009;20,23;1,1;71,02;12,31;0,96
6/03/2009;20,74;2,12;69,05;12,4;1
7/03/2009;19,93;0,81;64,39;10,81;1,29
8/03/2009;20,1;0,01;64,12;11,08;1,2
9/03/2009;20,19;3,78;70,46;12,33;0,99
10/03/2009;20,03;0,9;69,48;11,93;1
11/03/2009;20,5;0,28;64,55;11,5;1,02
12/03/2009;20,28;0,32;68,49;12,08;0,78
13/03/2009;18,98;3,1;74,79;12,31;0,73
14/03/2009;18,76;0,78;75,9;12,32;0,72
15/03/2009;19,79;5,91;71,26;12,1;0,83
16/03/2009;19,07;2,5;76,18;12,57;0,62
17/03/2009;18,37;1,86;77,3;12,25;0,52
18/03/2009;19,35;0,78;75,45;12,56;0,88
19/03/2009;19,19;10,51;71,88;11,83;0,94
20/03/2009;18,04;7,72;82,96;12,91;0,6
21/03/2009;19,12;4,39;78,86;13,03;0,54
22/03/2009;17,91;9,7;83,34;12,94;0,69
23/03/2009;17,75;14,43;82,67;12,71;0,92
24/03/2009;18,13;16,04;82,51;12,88;0,76
25/03/2009;18,14;10,74;82,04;12,81;0,46
26/03/2009;18;6,36;85,19;13,29;0,68
27/03/2009;19,55;4,03;77,64;13,1;0,69
28/03/2009;18,65;3,13;80,88;13,01;0,71
29/03/2009;19,16;2,47;78,63;12,99;0,87
30/03/2009;18,74;11,95;81,73;13,27;0,72
31/03/2009;18,37;4,27;83,97;13,4;0,76
1/04/2009;17,98;7,04;82,79;12,88;0,52
2/04/2009;16,75;2,78;87,02;12,58;1,08
3/04/2009;18,69;1,64;79,32;12,72;1,08
4/04/2009;18,19;0,46;82,74;12,92;1,03
5/04/2009;20,26;0,47;72,49;12,72;0,76
6/04/2009;20,36;0,02;69,74;12,27;0,92
7/04/2009;19,03;27,94;85,19;14,13;0,86
8/04/2009;17,1;19,34;88,17;13,01;0,76
9/04/2009;18,2;5,59;85;13,35;0,36
10/04/2009;19,09;1,34;77,1;12,54;1,24
11/04/2009;18,45;5,63;80,65;12,79;0,93
12/04/2009;18,07;8,09;82,55;12,87;0,61
13/04/2009;19,23;1,82;79,8;13,2;0,84
14/04/2009;19,5;1,72;80,1;13,5;0,68
15/04/2009;19,27;8,05;81,27;13,5;0,76
16/04/2009;19,14;0,77;81,74;13,48;0,82
17/04/2009;20,11;0,21;76,31;13,31;0,97
18/04/2009;20,14;20,65;78,08;13,76;1,09
19/04/2009;19,8;1,74;76,49;13,13;1,23
20/04/2009;19,83;4,12;74,72;12,87;1,84
21/04/2009;19,86;0,91;73,31;12,42;1,64
22/04/2009;19,87;0,32;74,46;12,78;1,21
23/04/2009;19,59;1,33;77,23;13,09;0,7
